name,SMILES
ZINC000059663938,COC(=O)Nc1nc2cc(SC3CCCC3)ccc2[nH]1
ZINC000000373565,Cc1ccc(S(=O)(=O)N2CCc3ccccc32)c(C)c1
ZINC000058761689,Cc1noc(C)c1CN(C)C(=O)C(C)(C)c2ccccc2
ZINC000000291349,Cc1ccc(Nc2nc(Cl)nc(NC(C)C)n2)cc1
ZINC000000291347,CC(C)Nc1nc(Cl)nc(Nc2ccccc2)n1
ZINC000000453496,CN(C(=O)c1cc2ccccc2oc1=O)C3CCCCC3
ZINC000000392554,N#COc1ccc(Nc2ccc(OC#N)cc2)cc1
ZINC000014629581,Cc1ccc(OCCN(C)c2ccccc2)c(N)c1
ZINC000029318573,O=C(NCc1ccco1)N[C@H]2CCC[C@@H](C(F)(F)F)C2
ZINC000000469056,COc1ccc(OC)c(NC(=O)c2c(F)cccc2F)c1
ZINC000000359055,O=C(NC(=S)Nc1ccc(Cl)cc1Cl)C2CC2
ZINC000000352082,COc1ccccc1Nc2nc3ccccc3n2C
ZINC000245552834,C[C@H]1C[C@@H](C)C[C@H](CC[S@](=O)[C@@H]2CCO[C@@H]2C)C1
ZINC000245552835,C[C@H]1C[C@@H](C)C[C@H](CC[S@](=O)[C@H]2CCO[C@H]2C)C1
ZINC000245552836,C[C@H]1C[C@@H](C)C[C@H](CC[S@](=O)[C@@H]2CCO[C@H]2C)C1
ZINC000245552837,C[C@H]1C[C@@H](C)C[C@H](CC[S@](=O)[C@H]2CCO[C@@H]2C)C1
ZINC000000550070,COc1ccccc1[C@H]2N=NC(=S)N2c3ccccc3
ZINC000000398544,COC(=O)c1ccccc1C(=O)Nc2c(C)cccc2C
ZINC000071910988,CS(=O)(=O)c1ccccc1S[C@@H]2C=CCCC2
ZINC000170068545,C[C@H](Nc1ccc(-c2ncco2)cc1)c3nccn3C
ZINC000005613991,Cc1ccc(C(=O)N2CCN(c3ccccc3F)CC2)cc1
ZINC000252498608,CO[C@@H]1CCN(c2cc(Cl)nc(C3CC3)n2)[C@H](C)C1
ZINC000252498609,CO[C@H]1CCN(c2cc(Cl)nc(C3CC3)n2)[C@@H](C)C1
ZINC000252498606,CO[C@@H]1CCN(c2cc(Cl)nc(C3CC3)n2)[C@@H](C)C1
ZINC000252498607,CO[C@H]1CCN(c2cc(Cl)nc(C3CC3)n2)[C@H](C)C1
ZINC000000398401,COc1ccc(Cl)cc1NC(=O)Oc2ccccn2
ZINC000000398406,COc1cc(Cl)ccc1NC(=O)Oc2ccccn2
ZINC000075092039,CC(=O)Nc1cccc(NCc2ccccc2[N+](=O)[O-])c1C
ZINC000058355435,C/C=C/C=C/C(=O)N1CCC[C@H]1c2cccc(OC)c2
ZINC000000271235,O=C(/C=C/c1ccco1)Oc2cccc3cccnc23
ZINC000000483254,CCOc1cc(C(=O)NC(C)C)cc(OCC)c1OCC
ZINC000097528926,CCN(Cc1cccc(SC)c1)Cc2noc(C)n2
ZINC000057427588,CSc1ccc(-c2noc(CN3CCCC3)n2)cc1
ZINC000057427589,CSc1ccc(-c2noc(CN3CCCCC3)n2)cc1
ZINC000193853247,Cc1cc(C(=O)N(CC(F)F)c2ccc(F)cc2)on1
ZINC000013744821,Cc1cc(NC(=O)[C@H](C)Oc2cccc(C)c2C)no1
ZINC000000376106,COc1ccc(Cc2nc(-c3ccc(OC)cc3)no2)cc1
ZINC000057218017,CC(=O)Nc1ccc2c(c1)CN(C3CCCCC3)CO2
ZINC000000376108,Cc1ccccc1OCc2nc(-c3ccccn3)no2
ZINC000002519581,O=C(N1[C@H](c2ccc[nH]2)CC[C@H]1c3ccc[nH]3)C(F)(F)F
ZINC000036621619,CCc1cc(C(=O)N2CCCC[C@H]2C)c3c(C)noc3n1
ZINC000036621618,CCc1cc(C(=O)N2CCCC[C@@H]2C)c3c(C)noc3n1
ZINC000031745591,Cc1cc(N)nc(SCC(=O)c2ccc(Cl)s2)n1
ZINC000074706066,Cc1cnc([C@@H](NC(=O)N(C)[C@H](C)C2CC2)C3CC3)s1
ZINC000014629634,COC(=O)c1ccc(Oc2ccc(C)cc2N)cc1
ZINC000074706064,Cc1cnc([C@H](NC(=O)N(C)[C@H](C)C2CC2)C3CC3)s1
ZINC000074706060,Cc1cnc([C@H](NC(=O)N(C)[C@@H](C)C2CC2)C3CC3)s1
ZINC000074706061,Cc1cnc([C@@H](NC(=O)N(C)[C@@H](C)C2CC2)C3CC3)s1
ZINC000000386017,Cc1ccc2oc(=O)n(CCOc3ccccc3C)c2c1
ZINC000036359492,Cc1noc2nc(C(C)C)cc(C(=O)Nc3ccncc3)c12
ZINC000169795784,CC(C)(C)OC(=O)OC(C(F)(F)F)C(F)(F)F
ZINC000169795787,CC[C@@H](C)OC(=O)OCC(F)(F)C(F)(F)F
ZINC000000305197,CCCn1c2ccccc2n3c(C(=O)OCC)c(C)nc13
ZINC000000314789,c1ccc(CSc2nnc(-c3ccncc3)o2)cc1
ZINC000061283977,CCCCC(=O)NCCc1ccccc1Br
ZINC000000419468,Cc1ccnc(SCC(=O)Nc2ccc(C)c(C)c2)n1
ZINC000000419469,CCc1ccccc1NC(=O)CSc2nccc(C)n2
ZINC000006519476,CCc1c(O)cc2n(c1=O)-c3ccc(Cl)cc3C2(C)C
ZINC000029108287,Cc1ccc(F)cc1NC(=O)/C=C/c2ccncc2
ZINC000000509639,Cn1ccnc1[C@@H](O)c2ccc(OCc3ccccc3)cc2
ZINC000000276224,O=C(Oc1ccc(F)cc1F)c2ccccc2F
ZINC000000438522,CC(=O)c1cccc(NC(=O)Cc2cccs2)c1
ZINC000041892969,C[C@@H]1C[C@H]1c2ccc(CN(C(=O)C3CC3)C4CC4)o2
ZINC000057676260,O=C(CSc1ccncc1)Nc2ccc3ccccc3n2
ZINC000000432933,O=[N+]([O-])c1cccc(-c2noc(COc3ccccc3)n2)c1
ZINC000013837467,Cc1ccnc(NC(=S)N[C@@H](C)c2ccccc2)c1
ZINC000041892965,C[C@H]1C[C@@H]1c2ccc(CN(C(=O)C3CC3)C4CC4)o2
ZINC000013837465,Cc1ccnc(NC(=S)N[C@H](C)c2ccccc2)c1
ZINC000041892962,C[C@@H]1C[C@@H]1c2ccc(CN(C(=O)C3CC3)C4CC4)o2
ZINC000057029739,CN(Cc1cccc(C(F)(F)F)c1)C(=O)Nc2cn[nH]c2
ZINC000036353239,O=C(CC1CCCCC1)Nc2nnc([C@H]3CCCO3)s2
ZINC000042792053,CC(C)Oc1ccc(C(=O)N2CCCc3ccccc32)cn1
ZINC000075137562,O=C(Nc1cc(-c2ccccc2F)no1)c3cscn3
ZINC000057217542,O=C(Nc1nc(C(F)(F)F)cs1)OCC(F)(F)F
ZINC000036353237,O=C(CC1CCCCC1)Nc2nnc([C@@H]3CCCO3)s2
ZINC000000280997,O=c1cc(Nc2ccccc2O)c3ccccc3o1
ZINC000000476785,CCSc1nnc(NC(=O)/C=C/c2ccc(C)o2)s1
ZINC000058283125,COc1ccc(CCC(=O)Nc2c(C)noc2C)cc1F
ZINC000000439928,CC(C)CC(=O)Nc1nnc(CCc2ccccc2)s1
ZINC000000358545,Cc1cc(OCC(=O)Nc2nccs2)cc(C)c1Cl
ZINC000000358544,Cc1cc(OCC(=O)Nc2nccs2)ccc1Cl
ZINC000000386271,COC(=O)c1ccc(-c2nc(-c3cccc(C)c3)no2)cc1
ZINC000248017372,C[C@@H]1CCC[C@H](OCC(=O)N[C@H](C)CC[C@H]2CCCO2)C1
ZINC000015444605,O=Cc1cc(Br)ccc1OC(F)(F)F
ZINC000170003804,CCc1nnc([C@H](C)Nc2ccc3oc(C)nc3c2)o1
ZINC000248017378,C[C@@H](CC[C@H]1CCCO1)NC(=O)CO[C@H]2CCC[C@@H](C)C2
ZINC000013746074,CCN(CC)C(=O)Nc1ccccc1Br
ZINC000000174488,O=C1N(c2ccccc2)[C@H](c3ccccc3)N4CCCN14
ZINC000042237840,CCCc1noc(COc2ccccc2Br)n1
ZINC000060100319,COc1ccc(C)cc1Cn2ccc(C(F)(F)F)n2
ZINC000252478720,Cc1cc(N2Cc3ccccc3C2=O)cc(C)c1[N+](=O)[O-]
ZINC000004559456,CCCCC(=O)Nc1nc2c(s1)C(=O)CC(C)(C)C2
ZINC000014196811,Cc1ccc(C(=O)NCCc2cccc(F)c2)s1
ZINC000000563809,Cc1c(CO)c2ccccc2n1Cc3ccccc3
ZINC000000441955,CCC(=O)c1cc(-c2nc3ccccc3n2C)n(C)c1
ZINC000000334310,CC(=O)Nc1ccc2[nH]c(-c3ccccc3)nc2c1
ZINC000252515913,CC(C)CO[C@@H]1C[C@H](OC(=O)[C@H]2C[C@@H]2C)C1(C)C
ZINC000000330154,CCCc1nnc(NC(=O)Nc2ccccc2)s1
ZINC000031775923,COc1cccc(CNc2ncc(C)s2)c1OC
ZINC000000293078,COc1cccc(CNCc2cc(F)ccc2F)c1OC
ZINC000058281871,O=C1OCC[C@@H]1Sc2cc(Cl)ccc2Cl
ZINC000058281870,O=C1OCC[C@H]1Sc2cc(Cl)ccc2Cl
ZINC000013746219,COC(=O)c1ccc(NC(=O)N[C@H]2CC[C@@H](C)CC2)cc1
ZINC000169725570,FC(F)(F)CCOc1ccnc(Br)c1
ZINC000000383190,CCOc1c(C(=O)CC)cc2c(C)cc(=O)oc2c1C
ZINC000058306454,CCSc1ccccc1NC(=O)NCC[C@H]2CCCO2
ZINC000000514779,COc1ccc(CCNC(=O)c2cc(C)ccc2C)cc1
ZINC000000292704,CCOc1ccc(NC(=O)Cc2ccccc2)cc1
ZINC000000291502,CCOc1ccc2nc(SCC(C)=O)sc2c1
ZINC000058306453,CCSc1ccccc1NC(=O)NCC[C@@H]2CCCO2
ZINC000030521640,COC(=O)c1ccc(CN(C)c2nc3ccccc3o2)cc1
ZINC000000362435,Cc1ccccc1NC(=O)c2cncc(Br)c2
ZINC000000309992,CC1(C)[C@H]2CC[C@]1(C)[C@H](NC(=O)COc3ccccc3)C2
ZINC000000508796,O=C(COc1cccc2ccccc12)Nc3nccs3
ZINC000009315062,CC[C@H](C)c1ccccc1NC(=O)c2cnccn2
ZINC000000453561,COc1cc(C=O)c(Br)cc1OC(C)C
ZINC000248738753,C[C@@H]1CN(C(=O)NCCC[C@H]2CCCCO2)CC[C@H]1C
ZINC000000358475,Cc1cc(Br)cc(Br)c1O
ZINC000000292761,CC(=O)c1ccc(NC(=O)C(Cl)(Cl)Cl)cc1
ZINC000000292766,O=C(Nc1ccccc1C(=O)N2CCCC2)c3ccccc3
ZINC000030989826,O=C(NCc1ccc(OC(F)F)cc1)NC2CCCC2
ZINC000000299887,COc1ccc(C)cc1NC(=O)c2cccc([N+](=O)[O-])c2
ZINC000030986838,COc1ccccc1CNC(=O)N[C@@H]2CCCC[C@@H]2C
ZINC000000302247,Cc1ccc(C[C@@H]2CC(=O)N(c3ccc(C)cc3)C2=O)cc1
ZINC000030830970,Cc1ccc(NC(=O)c2ccco2)cc1NC(=O)C3CC3
ZINC000000522219,O=C(NCCc1c[nH]c2ccccc12)NCc3ccccc3
ZINC000057488404,O=C(CCc1ccco1)N[C@H]2[C@H]3C[C@@H]4C[C@@H](C3)C[C@H]2C4
ZINC000000436138,COc1ccc(CCNC(=O)c2cccc(Cl)c2)cc1
ZINC000014249581,CC(C)OC(=O)[C@H](C)NC(=O)c1ccc(C(C)(C)C)cc1
ZINC000036708582,C[C@@H](NC(=O)CCc1ccco1)c2ccc(F)c(F)c2
ZINC000109037081,Oc1cccc(Cc2nc(-c3cccs3)no2)c1
ZINC000000363742,CC(=O)c1cc2c(cc1NC(=O)c3ccccc3C)OCO2
ZINC000079572802,O=C(NCC[C@H]1C[C@H]2CC[C@@H]1C2)Nc3nccs3
ZINC000097784740,Fc1ccc(/C=C/CN2CCO[C@H](c3cccnc3)C2)cc1
ZINC000097784741,Fc1ccc(/C=C/CN2CCO[C@@H](c3cccnc3)C2)cc1
ZINC000000274177,CCCn1c(NC(=O)c2ccc(C)cc2)nc3ccccc31
ZINC000000274175,CCn1c(NC(=O)c2ccc(C)cc2)nc3ccccc31
ZINC000000459827,CC(=O)c1cccc(NC(=O)c2ccccc2F)c1
ZINC000036392461,Cc1csc(NC(=O)Cc2ccc(-n3cccc3)cc2)n1
ZINC000057291879,CC(C)n1c([C@H](C)NC(=O)c2ccccc2)n[nH]c1=S
ZINC000057291878,CC(C)n1c([C@@H](C)NC(=O)c2ccccc2)n[nH]c1=S
ZINC000003676514,Cc1cc(Br)c(C)c2sc(N)nc12
ZINC000000299089,Cc1ccc(OCC(=O)Nc2ccccc2F)cc1
ZINC000000341573,Nc1nc2ccc(NC(=O)c3ccccc3)cc2s1
ZINC000057990927,CC(=O)Nc1cccc(NC(=O)N[C@@H]2CCC[C@@H](C)C2)c1
ZINC000057990924,CC(=O)Nc1cccc(NC(=O)N[C@H]2CCC[C@H](C)C2)c1
ZINC000000500980,O=C(CCNc1ccccc1)c2ccc3c(c2)OCO3
ZINC000097772869,CCNC(=O)c1ccc(-c2cc(F)cc3cccnc23)nc1
ZINC000000449843,O=S(=O)(NC1CCCCCCC1)c2ccccc2
ZINC000019736589,Cc1ccccc1O[C@H](C)C(=O)Nc2cc(N)ccc2F
ZINC000193865057,CCNc1nnc(SCc2cnc(C)s2)s1
ZINC000058194142,C[C@@H](NC(=O)C1CCCC1)c2nc(-c3ccccc3)c[nH]2
ZINC000000267038,Cc1cc(C)nc(SCc2ccccc2C#N)n1
ZINC000000290639,CC(=O)c1ccc(NC(=O)Cc2ccccc2)cc1
ZINC000000385109,Cc1nnc2sc(-c3ccc(Cl)cc3Cl)nn12
ZINC000065382399,Cc1cnc(N[C@H](c2ccccn2)C(C)C)nc1N(C)C
ZINC000000466719,CCC(CC)C(=O)Nc1cccc([N+](=O)[O-])c1C
ZINC000000474419,COc1ccc(CCC(=O)Nc2ccc(C(C)=O)cc2)cc1
ZINC000000395243,COc1ccc(NC(=O)Nc2ccccc2OC)cc1
ZINC000029111386,O=C(Nc1ccc(-n2cccn2)nc1)c3ccccc3Cl
ZINC000014177376,CCOc1ccc(/C=C/2\N=C(C(C)(C)C)OC2=O)cc1
ZINC000029319766,C[C@@H](CCc1ccccc1)NC(=O)NC(C2CC2)C3CC3
ZINC000095440969,O=C(NC1CCCCC1)N2CC=C(C(F)(F)F)CC2
ZINC000001460449,CC(C)c1ccc(S(=O)(=O)N2CCCC[C@H]2C)cc1
ZINC000036383282,CN(C)c1ccnc(Nc2ccc(Cl)cc2)c1C#N
ZINC000074658080,C[C@H]1CCCCCN1C(=O)CCOCc2ccccc2
ZINC000000455283,CC(C)N(C(=O)COc1ccccc1Cl)C(C)C
ZINC000029527420,Cc1cc([C@H]2CCCN2c3nc4ccccc4o3)no1
ZINC000000430277,CSc1ccc(/C=C\2/N=C(c3ccco3)OC2=O)cc1
ZINC000006395636,CC[C@H]1N=NC(=S)N1c2ccccc2C(F)(F)F
ZINC000000514329,COc1ccc(O[C@H](C)C(=O)Nc2cccc(F)c2)cc1
ZINC000000514328,COc1ccc(O[C@@H](C)C(=O)Nc2cccc(F)c2)cc1
ZINC000000388318,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
ZINC000092918751,FC(F)(F)c1nn(CC2CCC2)c3ccncc13
ZINC000000465411,Cc1ccc(N2CC(=O)N(Cc3ccccc3)C2=S)cc1
ZINC000004709026,O=C1CN(Cc2ccccc2Cl)c3ccccc3N1
ZINC000029579799,Cc1nc(NC(=O)c2c[nH]nc2-c3ccccc3)sc1C
ZINC000000478147,COC(=O)c1cc2ccccc2n1Cc3ccccc3
ZINC000000506757,O=C1C[C@H](c2c[nH]c3ccccc23)C(=O)N1c4ccccc4
ZINC000247759870,OC[C@H]1CC[C@H](CNc2nccc(C3CCCC3)n2)CC1
ZINC000000446108,COc1ccc2occ(C(=O)c3ccc(N)cc3)c2c1
ZINC000000271429,CCCN(CCC)C(=O)c1cccc([N+](=O)[O-])c1C
ZINC000000271930,CCN(C(=O)c1ccc([N+](=O)[O-])o1)c2ccccc2C
ZINC000003423505,Cc1cc(C)c(NC(=O)[C@H]2CSCCS2)c(C)c1
ZINC000170059399,Cc1ccc(OCCCC(=O)N[C@H](C)c2cccnc2)cc1
ZINC000097759486,CSCCN(C)C(=O)Nc1ccc(C)cc1Cl
ZINC000000386484,Cc1cccc(CSc2nnc(N)n2-c3ccccc3)c1
ZINC000042238900,CCCC(=O)N[C@@H](C)c1cccc(Br)c1
ZINC000042238901,CCCC(=O)N[C@H](C)c1cccc(Br)c1
ZINC000000475099,C[C@H]1CCCN(C(=O)COc2ccc3ccccc3c2)C1
ZINC000000442938,O=C(CCc1ccccc1)NCc2ccc(F)cc2
ZINC000097732798,CCc1noc(C)c1C(=O)N2CCCC[C@@H]2c3cccnc3
ZINC000015073049,CSCC(=O)N1CCC[C@@H](CCc2ccccc2)C1
ZINC000170059397,Cc1ccc(OCCCC(=O)N[C@@H](C)c2cccnc2)cc1
ZINC000000259053,O=C(Nc1ccccc1F)c2ccc(Br)o2
ZINC000075140374,N#Cc1ccc(CSc2n[nH]c(-c3ccccn3)n2)cc1
ZINC000036358848,Cc1noc2nc(C(C)C)cc(C(=O)NCC(C)C)c12
ZINC000000452772,Cc1ccc(C(=O)NC(=S)Nc2ccccc2)cc1
ZINC000000372349,CCn1ccc(C(=O)Oc2ccc(C(C)C)cc2)n1
ZINC000008737547,O=c1[nH]c(=S)c2c(n1C3CCCCC3)CCC2
ZINC000000422968,C[C@@]12C[C@@H](NC(=O)N1Cc3ccccc3)c4ccccc4O2
ZINC000000265779,Nc1cc(Sc2ccc(F)cc2)cc([N+](=O)[O-])c1
ZINC000000265776,Nc1cc(Oc2ccc(F)cc2F)cc([N+](=O)[O-])c1
ZINC000000422967,C[C@@]12C[C@@H](NC(=O)N1Cc3ccccc3)c4ccccc4O2
ZINC000000266289,CCOC(=O)c1cc(-c2ccc(Cl)cc2)no1
ZINC000060530306,Fc1ccccc1CSc2n[nH]c(-c3cccnc3)n2
ZINC000000521868,CCOC(=O)c1c(NC(=O)CC)sc2c1C[C@H](C)CC2
ZINC000000521869,CCOC(=O)c1c(NC(=O)CC)sc2c1C[C@H](C)CC2
ZINC000014788869,C[C@@H](N[C@H](C(N)=O)c1ccccc1)c2cccc(Cl)c2
ZINC000014788867,C[C@H](N[C@@H](C(N)=O)c1ccccc1)c2cccc(Cl)c2
ZINC000014788865,C[C@@H](N[C@@H](C(N)=O)c1ccccc1)c2cccc(Cl)c2
ZINC000030161944,COc1ccc(C(=O)NCc2cc(F)cc(F)c2)cc1F
ZINC000001661364,CC[C@]1(O)c2ccccc2[C@@](O)(CC)c3ccccc31
ZINC000058427418,CN(C)C(=O)c1ccc(Oc2cccc(F)c2C#N)cc1
ZINC000057140906,Cc1cc(=O)oc2c3c(ccc12)OCN(CCC(C)C)C3
ZINC000000333559,CCOc1cc(C=O)ccc1OC(=O)c2ccc(C)cc2
ZINC000006940511,Cc1cc(=O)oc2c3c(ccc12)OCN(C(C)(C)C)C3
ZINC000000333552,O=Cc1ccc(C(=O)c2cccc(Br)c2)cc1
ZINC000000336070,CCOc1cc(Br)c(C=O)cc1OCC
ZINC000000029766,O=C(c1ccc(F)cc1)N2CCc3ccccc3C2
ZINC000000291888,COc1ccc(Nc2cc(-n3nc(C)cc3C)ncn2)cc1
ZINC000000287514,CCc1nn(C(=O)c2ccccc2)c3c1C(=O)CC(C)(C)C3
ZINC000170068802,C[C@@H]1CCC[C@H](OCC(=O)Nc2ccccc2[C@@H](C)O)C1
ZINC000000291880,CN(N)c1nc(-c2ccccc2)cc(-c3ccccc3)n1
ZINC000014219158,CCCCS(=O)(=O)N[C@@H](C)c1ccc(CC)cc1
ZINC000097681697,CCc1ccccc1-c2ncccc2C(=O)N(C)C
ZINC000097495089,COc1ccc(/C=C/CN2CC(n3nc(C)cc3C)C2)cc1
ZINC000000283463,Cc1cc(C)n(C(=O)c2ccc(Cl)cc2Cl)n1
ZINC000097757023,COC(=O)c1ccc(-c2ccc(C=O)cc2)cc1F
ZINC000000255940,O=C(c1cccc(C(F)(F)F)c1)n2nnc3ccccc32
ZINC000097475029,CC(C)c1ncc(C(=O)N2CCC[C@@H]2c3ccco3)cn1
ZINC000057413151,O=C(c1cc(-c2cccs2)[nH]n1)N3CCc4ccccc43
ZINC000004052865,FC(F)(F)c1ccc2c(c1)NC[C@@H]3CCCCN23
ZINC000004052864,FC(F)(F)c1ccc2c(c1)NC[C@H]3CCCCN23
ZINC000031823661,O=C(CCC(=O)c1ccc(F)cc1)NCc2cccs2
ZINC000097413270,Cn1c(-c2ccc(NC3CC3)nn2)cc4ccccc41
ZINC000058161213,N#Cc1ccc(NCCc2coc(-c3ccccc3)n2)nc1
ZINC000000482598,CCc1c(C)sc(NC(=O)c2ccco2)c1C#N
ZINC000157323641,Cn1cc(N[C@@H]2CCSc3ccc(F)cc32)cn1
ZINC000000458596,CCOc1cc2oc(=O)cc(CC)c2cc1Cl
ZINC000058325751,CCc1nnsc1C(=O)NCC[C@H](C)c2ccccc2
ZINC000097756995,COC(=O)c1cccc(-c2ccc(OC)cc2C)c1
ZINC000097632163,Cn1cc(Cl)c(C(=O)N2C[C@]3(C)C[C@H]2CC(C)(C)C3)n1
ZINC000000529887,Cc1cccc(N2C[C@H](c3nc4ccccc4[nH]3)CC2=O)c1
ZINC000058178971,CC[C@H](C)NC(=O)N(CC)[C@H](C)c1cccc(O)c1
ZINC000000310851,Cc1c(C)n(C(=O)CSc2ncccn2)c3ccccc13
ZINC000030179549,CCOCc1ccccc1CNC(=O)c2ccccc2OC
ZINC000000364744,COc1ccccc1NC(=O)[C@@H](C)Oc2ccccc2C
ZINC000000364742,COc1ccccc1NC(=O)[C@H](C)Oc2ccccc2C
ZINC000036670218,CC(=O)[C@H]1C[C@H]1c2ccc(Br)cc2F
ZINC000000423364,CCn1cnc2cc(NCc3ccncc3)ccc21
ZINC000169725703,FC(F)(F)CCOc1ncccc1C(F)(F)F
ZINC000000312235,O=C(NC[C@@H]1CCCO1)Nc2ccc(Cl)c(Cl)c2
ZINC000000312233,O=C(NC[C@H]1CCCO1)Nc2ccc(Cl)c(Cl)c2
ZINC000000423362,CCn1cnc2cc(NCc3ccccn3)ccc21
ZINC000000358207,COc1ccc([N+](=O)[O-])cc1NC(=O)Nc2ccccc2
ZINC000000536106,N#Cc1nc(-c2ccccc2F)oc1N3CCCCC3
ZINC000060372862,O=C(OCc1ccoc1)c2ccc(Cl)cc2F
ZINC000096161288,Cc1cc(-c2cccc3ncccc23)c(=O)[nH]c1C
ZINC000014201284,CNC(=O)c1ccc(Cl)c(NC(=O)c2cccs2)c1
ZINC000000292061,O=C(NCc1cccnc1)Nc2cccc(Cl)c2
ZINC000057648061,COc1cccc(COc2ccc(C)cc2[N+](=O)[O-])c1
ZINC000097729614,COc1ccc(Cl)cc1-c2ncc(C)c(N(C)C)n2
ZINC000013894247,CCCCNC(=O)Cc1c(C)[nH]c2ccc(CC)cc12
ZINC000029219293,COC(=O)c1cc([N+](=O)[O-])ccc1NC2CCCCC2
ZINC000193371920,C[C@@H](Nc1ccc(OC(F)F)cn1)c2ccncc2
ZINC000000360457,CCOc1ccc(Cl)cc1CNCc2ccccn2
ZINC000000272652,Cc1cc(C)nc(Sc2nc3ccccc3[nH]2)n1
ZINC000000457075,COc1ccc(Cl)cc1C(=O)NCCC(C)C
ZINC000058210345,Cn1cccc1[C@H]2CCCN2Cc3nc(-c4ccco4)no3
ZINC000058210344,Cn1cccc1[C@@H]2CCCN2Cc3nc(-c4ccco4)no3
ZINC000009481285,c1nc2c(c3nc(C45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6)nn13)CCC2
ZINC000002072714,Cc1cc(C)c(OS(=O)(=O)c2ccccc2)c(C)c1
ZINC000000400360,COc1ccc(NC(=O)Oc2ccccc2F)c(OC)c1
ZINC000000497107,CC(=O)/N=c/1\nc(-c2ccccc2)n(-c3ccccc3)s1
ZINC000000278882,CC(C)CC(=O)Nc1nnc(Cc2ccccc2F)s1
ZINC000014201464,Cc1ccc(C(=O)CCC(=O)NCc2cccs2)s1
ZINC000014555674,O=C(Nc1cccc(C(=O)N2CCCCCC2)c1)C3CC3
ZINC000000383503,COc1ccc(CC(=O)Nc2cccc(C)c2)cc1OC
ZINC000000392994,Cc1ccccc1NC(=O)CCC(=O)Nc2ccccc2
ZINC000000314991,COc1ccc(NC(=S)N2CCc3ccccc3C2)cc1
ZINC000000376909,Cc1ccc(C)c(OCc2nc(-c3ccncc3)no2)c1
ZINC000030657963,Cc1ccc(C(=O)N(C)Cc2nc3ccccc3[nH]2)s1
ZINC000000376906,Cc1ccc(C)c(OCc2nc(-c3cccnc3)no2)c1
ZINC000011920160,Cc1cc(-c2noc(C(F)(F)F)n2)cc(C)c1O
ZINC000000475201,CCc1c(C)sc(NC(=O)C(C)(C)C)c1C(=O)OC
ZINC000097698727,CC(C)Nc1ccc(-c2cccc(-c3ccnn3C)c2)nn1
ZINC000004526059,Cc1cc([N+](=O)[O-])c(Cl)cc1NC(=O)c2ccco2
ZINC000042116311,Cc1cc([C@H]2CCCN2C(=O)NCCc3ccccc3)on1
ZINC000075091848,C[C@@H](CNc1ncccc1C#N)c2nc3ccccc3o2
ZINC000075091849,C[C@H](CNc1ncccc1C#N)c2nc3ccccc3o2
ZINC000000477757,CCC(CC)NC(=O)c1cccc(NC(=O)C(C)C)c1
ZINC000072334170,CCn1cc2c(C(F)(F)F)cc(N3CCCCC3)nc2n1
ZINC000247589410,O=C(Nc1c(F)cccc1NC2CC2)[C@@H]3[C@H]4CCC[C@H]43
ZINC000193489536,COc1cccc2c(N[C@H](CCO)c3ccco3)ccnc12
ZINC000097393755,Cc1ccc(CNc2cccc(-n3nnnc3C)c2)c(C)c1
ZINC000005331035,Cc1cccc(C(=O)N2CCN(c3ccc(F)cc3)CC2)c1
ZINC000000454256,C[C@H](Sc1ccc(Cl)cc1)C(=O)NC2CC2
ZINC000000454257,C[C@@H](Sc1ccc(Cl)cc1)C(=O)NC2CC2
ZINC000000396751,Cc1ccc(C)c(NC(=O)NCc2cccnc2)c1
ZINC000000467053,Cc1ccc(CNC(=O)COc2ccc(C)cc2C)cc1
ZINC000058380030,CCOCCCC(=O)N1CC[C@@H](c2ccccc2C)C1
ZINC000058434480,CC(C)Oc1ccc(C#N)cc1NCc2nc(C3CC3)no2
ZINC000059420487,CCc1cc2c(Nc3cnn(CC)c3)ncnc2s1
ZINC000000362607,COc1ccc(OC(=O)COc2ccc(Cl)cc2)cc1
ZINC000036395905,Cc1cc(F)ccc1NC(=O)CCOCC(C)C
ZINC000193371908,C[C@H](Nc1ccc(OC(F)F)cn1)c2ccncc2
ZINC000194499820,COc1cc(SC)ccc1NCc2cscn2
ZINC000013956559,O=C(Nc1ccccc1OC(F)(F)F)c2ccco2
ZINC000097785371,COc1ccc(C)cc1-c2ncccc2C(=O)N3CCCC3
ZINC000000302503,CCc1cc(=O)oc2cc(O[C@@H](C)C(C)=O)c(Cl)cc12
ZINC000000302506,CCc1cc(=O)oc2cc(O[C@H](C)C(C)=O)c(Cl)cc12
ZINC000057991423,Cc1ccc(-c2csc(-c3cnccn3)n2)cc1[N+](=O)[O-]
ZINC000000284271,O=C(Nc1sc2c(c1CO)CCCC2)c3ccccc3
ZINC000075109153,Cc1cccc(C(C)C)c1NC(=O)N(CCO)C(C)C
ZINC000000326713,CC(C)(C)NC(=O)COc1ccc2ccccc2c1
ZINC000000452968,CCCc1cc(=O)oc2c(C)c(O[C@@H](C)C(C)=O)ccc12
ZINC000000452969,CCCc1cc(=O)oc2c(C)c(O[C@H](C)C(C)=O)ccc12
ZINC000061720895,Oc1ccccc1-c2nc3c4c(Cl)cccc4ncn3n2
